id,agv,initTime,assignTime,pickupTime,comepleteTime
1390,29,659.4651163,659.5,661.6,670.5
1368,51,646.2533095,646.3,647.95,670.55
1377,25,654.9817531,655.0,657.65,670.75
1381,52,656.6161002,656.65,658.0,670.9
1364,20,644.4322004,644.45,649.1,671.0
1398,74,662.7234347,662.75,663.9,672.25
1380,14,656.208229,656.25,658.3,673.4
1403,43,669.0905188,669.1,670.25,674.7
1388,41,658.952415,659.0,663.45,674.9
1399,21,663.9781753,664.0,666.0,675.1
1389,66,659.0611807,659.1,663.4,677.2
1378,30,655.093381,655.1,657.0,678.6
1397,24,662.0626118,662.1,668.25,679.3
1410,47,674.1749553,674.2,675.35,679.35
1396,72,661.5914132,661.6,662.75,679.75
1405,18,671.4726297,671.5,674.2,679.95
1376,22,654.2304114,654.25,655.4,680.0
1401,11,667.0440072,667.05,670.75,680.9
1384,36,657.9563506,658.0,662.15,680.9
1387,32,658.6905188,658.7,662.05,681.3
1383,13,657.4225403,657.45,661.75,682.35
1395,33,661.5112701,661.55,665.1,683.55
1411,59,674.5627907,674.6,675.75,684.6
1415,25,679.6443649,679.65,682.65,687.45
1412,15,675.9001789,675.95,679.75,688.05
1393,40,660.4729875,660.5,665.9,688.55
1413,35,677.8940966,677.9,681.0,688.9
1400,10,665.713059,665.75,670.6,690.4
1416,17,685.4125224,685.45,686.95,691.25
1409,12,673.1542039,673.2,677.55,692.2
1406,39,671.9205725,671.95,674.55,693.25
1402,31,667.7234347,667.75,674.45,693.7
1404,26,671.4332737,671.45,674.55,696.4
1408,42,672.7463327,672.75,677.3,697.45
1407,29,672.5252236,672.55,675.2,698.45
1414,21,678.1860465,678.2,679.65,702.25
1424,80,697.7234347,697.75,698.9,702.3
1419,58,688.6157424,688.65,689.8,702.45
1420,19,690.4171735,690.45,692.3,702.6
1423,69,692.7874776,692.8,694.35,705.15
1418,34,688.2790698,688.3,689.75,705.45
1427,20,701.0697674,701.1,702.55,705.65
1417,24,686.2533095,686.3,687.3,706.0
1421,79,690.768873,690.8,692.05,707.85
1425,18,698.2790698,698.3,699.75,709.6
1429,63,705.4940966,705.5,706.65,711.35
1422,33,691.6830054,691.7,693.85,712.55
1466,40,713.7005367,713.75,714.9,717.9
1431,67,707.6948122,707.7,708.85,718.15
1449,51,713.4418605,713.45,715.1,718.2
1442,34,713.4418605,713.45,714.05,719.55
1426,57,699.7935599,699.8,701.25,719.7
1450,85,713.4418605,713.45,717.0,720.1
1433,81,713.4418605,713.45,714.8,721.6
1451,86,713.4418605,713.45,716.4,721.85
1454,89,713.4418605,713.45,717.65,721.9
1432,77,713.4418605,713.45,714.6,722.1
1458,91,713.4418605,713.45,719.45,722.25
1462,92,713.4418605,713.45,720.35,723.45
1467,27,715.8679785,715.9,717.05,723.75
1438,55,713.4418605,713.45,714.6,724.15
1459,65,713.4418605,713.45,717.85,724.15
1456,66,713.4418605,713.45,718.7,724.35
1430,74,707.439356,707.45,708.6,724.6
1444,84,713.4418605,713.45,720.6,725.0
1440,75,713.4418605,713.45,716.6,725.65
1455,68,713.4418605,713.45,720.3,725.9
1441,83,713.4418605,713.45,718.7,726.0
1468,93,716.1134168,716.15,721.75,726.0
1464,61,713.4418605,713.45,720.25,727.15
1470,59,720.6550984,720.7,723.6,728.4
1436,78,713.4418605,713.45,715.05,728.75
1463,62,713.4418605,713.45,714.95,729.4
1428,28,704.9288014,704.95,706.8,730.3
1437,24,713.4418605,713.45,714.3,730.7
1443,73,713.4418605,713.45,715.55,731.85
1446,71,713.4418605,713.45,715.0,732.3
1469,56,716.918068,716.95,718.6,732.65
1452,87,713.4418605,713.45,717.6,732.65
1465,60,713.4418605,713.45,720.5,733.1
1475,77,727.4203936,727.45,728.6,733.7
1445,72,713.4418605,713.45,715.4,733.8
1477,65,727.6014311,727.65,729.75,734.05
1473,45,727.1728086,727.2,728.8,734.5
1474,54,727.2286225,727.25,729.7,734.85
1476,79,727.549195,727.55,729.0,736.0
1439,82,713.4418605,713.45,716.85,736.15
1447,70,713.4418605,713.45,716.55,736.8
1435,76,713.4418605,713.45,714.6,736.85
1478,75,727.6636852,727.7,730.25,737.55
1460,64,713.4418605,713.45,718.5,737.75
1489,52,729.0618962,729.1,734.0,738.15
1434,80,713.4418605,713.45,715.95,739.6
1486,53,728.9538462,729.0,732.65,739.7
1461,63,713.4418605,713.45,718.95,740.1
1492,49,729.1563506,729.2,730.75,740.35
1480,66,727.8493739,727.85,731.5,740.55
1495,51,730.2654741,730.3,734.75,740.85
1494,86,730.1724508,730.2,733.95,741.0
1507,65,735.1109123,735.15,737.45,741.05
1471,67,723.7470483,723.75,725.9,741.15
1490,85,729.1162791,729.15,732.6,741.15
1453,88,713.4418605,713.45,718.05,741.25
1497,33,730.808229,730.85,732.0,741.35
1493,61,730.0028623,730.05,735.5,741.7
1488,50,728.9910555,729.0,730.15,741.95
1496,89,730.4794275,730.5,734.7,742.0
1484,59,728.5023256,728.55,732.6,742.4
1482,68,728.2318426,728.25,734.3,743.35
1448,69,713.4418605,713.45,717.2,743.4
1502,35,731.7445438,731.75,732.9,744.1
1457,90,713.4418605,713.45,722.45,744.9
1503,91,732.1123435,732.15,738.45,745.6
1500,57,731.3395349,731.35,737.1,745.65
1491,37,729.121288,729.15,730.3,745.95
1510,56,740.7935599,740.8,742.95,746.05
1504,92,732.8264758,732.85,738.85,746.05
1506,87,734.3116279,734.35,737.4,746.5
1519,38,741.8103757,741.85,743.0,748.0
1501,74,731.7173524,731.75,739.45,748.3
1485,47,728.5817531,728.6,729.75,748.45
1505,28,733.1012522,733.15,741.0,748.75
1532,36,743.6729875,743.7,744.85,748.9
1515,62,741.5055456,741.55,744.7,749.0
1522,42,742.2805009,742.3,743.45,749.35
1481,81,728.2296959,728.25,732.4,749.4
1508,60,740.1438283,740.15,742.2,749.55
1483,58,728.2769231,728.3,733.15,749.65
1516,65,741.5209302,741.55,743.65,750.45
1487,84,728.9660107,729.0,735.55,750.55
1526,75,742.850805,742.9,744.75,750.65
1472,55,725.4125224,725.45,727.8,750.75
1542,24,746.5824687,746.6,747.75,751.4
1538,32,744.9599284,745.0,746.15,751.95
1539,70,745.2543828,745.3,747.95,751.95
1513,54,741.2533095,741.3,742.45,752.1
1517,72,741.667263,741.7,743.1,752.65
1534,59,743.7166369,743.75,750.3,753.4
1509,49,740.768873,740.8,743.25,753.95
1498,78,730.8744186,730.9,735.4,754.4
1518,71,741.7552773,741.8,745.3,754.85
1530,53,743.5134168,743.55,746.5,754.9
1543,67,746.8128801,746.85,750.5,754.9
1529,50,743.4547406,743.5,745.65,755.7
1479,83,727.7867621,727.8,730.55,755.95
1520,27,741.8432916,741.85,743.5,756.1
1528,34,743.3982111,743.4,744.85,756.25
1536,41,743.9942755,744.0,745.35,756.55
1499,48,731.1549195,731.2,740.5,756.65
1527,44,743.2694097,743.3,744.45,757.15
1514,73,741.3216458,741.35,743.55,757.35
1540,46,745.6329159,745.65,748.8,757.4
1544,80,748.9008945,748.95,751.6,757.85
1511,52,740.9280859,740.95,746.05,758.2
1512,51,741.0991055,741.1,743.8,758.4
1557,25,755.3474061,755.35,756.5,760.5
1558,17,755.854025,755.9,757.05,761.0
1556,74,755.3309481,755.35,757.1,761.1
1551,40,754.0465116,754.05,755.2,761.75
1545,76,750.4318426,750.45,754.5,761.75
1521,77,741.8533095,741.9,745.5,762.35
1568,28,757.0654741,757.1,758.95,762.8
1531,39,743.667263,743.7,744.85,763.45
1574,69,758.3978533,758.4,760.75,764.05
1570,24,757.7191413,757.75,759.75,764.4
1524,33,742.4465116,742.45,747.55,764.9
1576,23,758.8093023,758.85,761.55,764.95
1525,79,742.5230769,742.55,749.0,764.95
1523,61,742.3041145,742.35,745.6,765.2
1552,42,754.3949911,754.4,755.55,765.25
1535,82,743.7538462,743.8,748.35,765.25
1559,57,756.0107335,756.05,757.2,765.6
1548,43,751.9048301,751.95,753.1,766.6
1533,66,743.6937388,743.7,749.4,767.65
1546,64,751.3556351,751.4,754.9,767.85
1572,54,757.8168157,757.85,760.8,768.2
1565,45,756.7706619,756.8,758.55,768.65
1578,41,761.1477639,761.15,764.45,768.7
1567,31,756.9810376,757.0,759.05,769.6
1549,68,753.1642218,753.2,755.75,770.1
1555,63,754.9538462,755.0,757.65,770.45
1561,59,756.3556351,756.4,759.6,771.05
1575,67,758.5209302,758.55,759.9,771.15
1560,87,756.3506261,756.4,760.0,771.2
1562,90,756.383542,756.4,759.6,771.3
1547,88,751.5610018,751.6,754.95,771.35
1550,62,753.3710197,753.4,756.6,771.6
1569,72,757.3019678,757.35,759.2,772.15
1580,46,763.3677996,763.4,764.55,772.8
1541,56,746.1710197,746.2,748.95,772.85
1573,35,758.0364937,758.05,759.75,773.35
1564,37,756.6332737,756.65,760.05,773.35
1586,34,767.7234347,767.75,770.3,774.25
1563,29,756.4865832,756.5,757.85,774.45
1579,73,762.2497317,762.25,764.55,774.55
1588,38,768.3899821,768.4,769.55,774.75
1591,33,769.5449016,769.55,771.6,776.5
1581,48,764.5363148,764.55,768.15,777.55
1537,86,744.6046512,744.65,751.4,777.65
1590,18,769.4597496,769.5,770.65,778.1
1554,60,754.9041145,754.95,756.7,778.4
1592,40,770.1695886,770.2,772.25,778.65
1605,24,772.0608229,772.1,773.6,778.85
1553,26,754.5237925,754.55,755.9,779.0
1596,43,770.5674419,770.6,772.5,779.05
1583,53,767.1220036,767.15,769.1,779.6
1599,20,770.8908766,770.9,772.05,780.0
1587,65,768.2010733,768.25,769.85,780.4
1585,69,767.4683363,767.5,772.2,780.55
1566,30,756.7813953,756.8,758.35,780.95
1612,64,776.2533095,776.3,778.2,781.9
1582,36,766.8457961,766.85,768.5,782.35
1595,57,770.5645796,770.6,773.05,782.4
1571,32,757.7781753,757.8,760.45,782.9
1614,82,777.4415027,777.45,779.4,784.45
1584,51,767.3874776,767.4,770.15,784.7
1577,55,759.227907,759.25,762.05,784.7
1597,27,770.5974955,770.6,772.65,784.75
1598,25,770.7463327,770.75,773.1,784.8
1603,22,771.6035778,771.65,772.8,785.2
1615,33,779.9026834,779.95,781.1,786.5
1611,45,775.4336315,775.45,777.95,787.0
1618,31,780.9302326,780.95,782.75,787.75
1589,58,768.7617174,768.8,769.95,789.15
1601,49,771.2293381,771.25,772.7,789.25
1593,80,770.3166369,770.35,772.75,789.85
1619,28,781.6729875,781.7,783.15,790.75
1616,47,780.1889088,780.2,782.35,790.85
1625,38,784.3302326,784.35,786.3,791.2
1609,62,773.9899821,774.0,777.0,791.25
1604,19,771.859034,771.9,773.4,791.85
1617,46,780.8686941,780.9,782.45,792.4
1608,67,773.5398927,773.55,775.7,792.75
1606,50,772.6633274,772.7,774.55,792.8
1630,24,786.0021467,786.05,788.1,793.3
1629,35,785.7030411,785.75,787.3,793.4
1635,29,787.1513417,787.2,790.2,793.5
1620,41,782.9516995,783.0,784.15,793.7
1633,86,786.6955277,786.7,789.75,795.05
1600,23,771.1116279,771.15,772.3,795.15
1602,81,771.2533095,771.3,772.75,795.4
1638,33,790.6264758,790.65,792.15,795.45
1610,21,775.0225403,775.05,778.4,796.0
1594,70,770.5223614,770.55,773.5,797.2
1613,34,777.3008945,777.35,780.15,798.15
1639,44,791.4547406,791.5,793.65,799.55
1607,68,773.09839,773.1,776.3,799.6
1627,52,784.7763864,784.8,786.85,799.9
1641,27,794.0744186,794.1,795.55,800.25
1640,40,793.2994633,793.3,794.7,800.4
1637,72,788.8511628,788.9,790.7,800.5
1623,17,784.0772809,784.1,785.85,800.75
1648,28,797.2368515,797.25,799.35,802.3
1632,63,786.4894454,786.5,787.65,802.7
1652,51,797.8203936,797.85,798.85,802.8
1653,14,798.0085868,798.05,800.4,804.1
1622,59,784.0093023,784.05,785.8,805.35
1628,61,784.7846154,784.8,786.85,805.95
1651,36,797.6586762,797.7,798.85,806.05
1624,54,784.1406082,784.15,786.25,806.15
1634,20,786.862254,786.9,788.65,806.3
1657,50,801.4440072,801.45,802.9,806.9
1643,53,794.9463327,794.95,796.45,807.1
1661,32,802.2790698,802.3,804.1,807.45
1644,48,795.6178891,795.65,797.1,808.5
1626,16,784.7023256,784.75,787.1,809.25
1631,74,786.4794275,786.5,787.95,809.6
1646,31,796.073703,796.1,797.85,809.7
1666,52,802.2790698,802.3,804.6,809.7
1636,39,788.6919499,788.7,790.15,810.0
1621,18,783.3681574,783.4,785.4,811.0
1668,71,802.2790698,802.3,804.0,811.0
1645,15,795.8017889,795.85,797.9,811.95
1663,69,802.2790698,802.3,803.45,812.45
1662,78,802.2790698,802.3,803.45,812.85
1674,38,802.2790698,802.3,804.35,812.95
1678,72,802.2790698,802.3,805.5,813.8
1675,76,802.2790698,802.3,804.1,813.8
1658,66,801.9055456,801.95,803.1,813.9
1642,25,794.2175313,794.25,796.0,814.4
1672,23,802.2790698,802.3,805.7,815.15
1659,82,802.2790698,802.3,804.4,815.15
1655,19,799.0779964,799.1,800.15,815.3
1667,26,802.2790698,802.3,804.05,815.55
1681,36,806.6769231,806.7,809.55,816.0
1680,47,806.3703041,806.4,808.25,816.05
1682,33,807.0858676,807.1,808.75,817.3
1649,43,797.2565295,797.3,800.25,817.6
1650,24,797.3152057,797.35,799.3,817.65
1670,75,802.2790698,802.3,803.45,818.45
1647,29,796.1216458,796.15,798.9,818.75
1686,17,809.0232558,809.05,811.7,819.25
1679,49,804.2050089,804.25,805.45,819.8
1695,85,814.0586762,814.1,816.15,820.85
1684,37,808.180322,808.2,809.35,821.45
1691,50,812.329517,812.35,814.35,822.1
1656,81,799.7545617,799.8,802.75,822.3
1700,41,816.2776386,816.3,819.05,822.4
1699,45,816.163864,816.2,817.35,822.5
1696,54,814.3534884,814.4,817.15,823.15
1694,32,813.9663685,814.0,816.0,823.85
1687,40,809.0586762,809.1,810.85,824.25
1654,22,798.3577818,798.4,800.8,824.35
1697,68,814.6246869,814.65,816.6,825.15
1693,34,813.8905188,813.9,815.7,825.4
1669,67,802.2790698,802.3,803.45,825.55
1716,72,820.6418605,820.65,822.15,825.85
1710,44,818.9914132,819.0,821.35,825.9
1705,47,817.5942755,817.6,820.3,826.05
1673,84,802.2790698,802.3,807.4,826.05
1701,71,816.439356,816.45,817.9,826.8
1660,65,802.2790698,802.3,819.8,826.9
1676,64,802.2790698,802.3,805.3,827.1
1685,35,808.4372093,808.45,810.2,827.3
1677,73,802.2790698,802.3,804.5,827.5
1708,14,818.5652952,818.6,820.95,827.85
1713,63,819.5255814,819.55,821.1,828.2
1671,77,802.2790698,802.3,803.45,828.55
1712,13,819.3831843,819.4,821.75,828.75
1688,28,809.1756708,809.2,811.3,829.45
1690,42,811.3660107,811.4,813.0,829.85
1715,39,819.9563506,820.0,823.0,830.65
1724,16,826.5695886,826.6,828.55,831.55
1692,30,813.6300537,813.65,817.65,831.65
1665,83,802.2790698,802.3,804.9,831.8
1723,33,826.5248658,826.55,828.3,831.85
1718,69,821.2372093,821.25,823.9,832.25
1722,36,826.4014311,826.45,827.9,833.0
1664,79,802.2790698,802.3,806.85,833.0
1704,46,817.1745975,817.2,818.65,833.65
1702,51,816.6325581,816.65,818.4,833.85
1734,38,829.9828265,830.0,831.45,833.9
1717,76,820.8923077,820.9,824.3,834.0
1730,85,828.4615385,828.5,830.55,834.5
1725,60,827.1470483,827.15,828.3,836.4
1707,74,818.2432916,818.25,820.85,836.45
1729,15,828.2647585,828.3,830.05,836.75
1714,24,819.8153846,819.85,822.45,837.1
1727,26,827.8275492,827.85,830.2,837.4
1683,27,807.5642218,807.6,810.25,838.05
1739,70,830.4951699,830.5,832.25,838.2
1736,23,830.2769231,830.3,831.75,838.6
1698,21,815.7935599,815.8,817.25,839.65
1689,61,811.0314848,811.05,813.65,840.15
1756,64,834.881932,834.9,837.2,840.8
1753,17,834.5134168,834.55,836.15,841.5
1733,65,829.9248658,829.95,831.95,841.8
1703,80,817.0576029,817.1,818.75,842.15
1748,71,833.4644007,833.5,834.95,842.2
1757,29,835.8679785,835.9,837.4,842.6
1709,78,818.7391771,818.75,820.45,842.7
1731,56,828.5652952,828.6,829.9,843.35
1728,81,828.2064401,828.25,830.6,844.1
1743,32,831.5799642,831.6,832.75,844.65
1706,19,817.8826476,817.9,820.1,844.9
1711,25,819.1084079,819.15,821.2,844.95
1741,35,831.2915921,831.3,833.9,845.05
1745,68,832.6733453,832.7,834.9,845.3
1740,41,830.8128801,830.85,832.6,845.6
1747,75,833.3531306,833.4,835.15,845.6
1749,33,833.4644007,833.5,835.05,846.2
1720,31,822.2021467,822.25,824.0,846.3
1719,43,821.3799642,821.4,823.2,846.8
1726,62,827.227907,827.25,828.8,847.25
1758,69,836.6894454,836.7,840.05,847.55
1752,37,834.4457961,834.45,836.2,847.95
1763,60,840.3570662,840.4,842.5,848.05
1744,54,831.9019678,831.95,833.1,848.9
1759,74,838.5864043,838.6,842.25,850.1
1762,46,840.20322,840.25,842.6,850.5
1746,63,833.1298748,833.15,835.1,851.3
1721,82,823.6200358,823.65,826.4,851.7
1769,36,844.3355993,844.35,845.8,852.35
1742,72,831.4794275,831.5,833.4,852.95
1764,53,840.5674419,840.6,842.05,853.0
1765,59,842.5313059,842.55,844.0,853.5
1735,18,830.1663685,830.2,831.9,853.75
1754,85,834.5745975,834.6,837.6,853.75
1750,84,833.7745975,833.8,838.15,854.0
1737,13,830.3184258,830.35,832.75,854.05
1732,66,829.1177102,829.15,830.3,854.1
1755,28,834.5974955,834.6,835.85,854.15
1766,51,842.8629696,842.9,845.3,854.9
1738,22,830.3899821,830.4,834.25,855.65
1771,38,845.2422182,845.25,847.75,855.9
1779,73,847.6336315,847.65,849.8,856.3
1768,21,844.1177102,844.15,847.15,856.95
1776,77,846.5538462,846.6,848.2,858.6
1782,61,848.4644007,848.5,850.5,859.2
1788,20,851.5889088,851.6,853.05,859.5
1795,25,855.8547406,855.9,857.05,859.5
1761,15,840.0880143,840.1,842.7,860.3
1785,71,849.2586762,849.3,851.05,860.35
1789,32,851.6740608,851.7,853.3,860.9
1760,76,839.2729875,839.3,841.55,860.9
1777,47,846.6404293,846.65,848.0,861.5
1792,29,853.7774597,853.8,854.95,861.95
1781,39,848.219678,848.25,850.0,862.75
1780,42,847.9982111,848.0,849.45,862.9
1751,30,834.0851521,834.1,839.7,863.15
1791,64,853.3245081,853.35,855.1,863.35
1773,65,845.7853309,845.8,847.55,863.4
1798,19,859.126297,859.15,860.6,864.6
1799,34,859.2679785,859.3,860.45,864.65
1767,24,842.9513417,843.0,844.85,865.75
1794,40,855.0071556,855.05,858.05,866.25
1774,55,846.016458,846.05,847.5,866.55
1778,48,847.3309481,847.35,848.85,866.8
1770,26,844.7685152,844.8,846.25,866.95
1786,69,849.5241503,849.55,854.05,867.1
1790,33,853.0418605,853.05,854.8,867.25
1784,23,848.8654741,848.9,850.95,867.5
1796,75,856.5048301,856.55,858.0,868.4
1803,36,860.3166369,860.35,862.15,868.6
1807,38,862.1567084,862.2,863.35,868.95
1787,80,850.3166369,850.35,852.1,869.05
1783,67,848.7144902,848.75,850.5,869.4
1802,22,859.8969589,859.9,861.7,870.0
1801,54,859.565653,859.6,861.1,870.4
1808,28,862.5216458,862.55,865.15,871.8
1800,51,859.5635063,859.6,861.25,871.85
1809,25,862.6665474,862.7,864.45,872.05
1775,70,846.3012522,846.35,848.1,872.25
1772,27,845.6751342,845.7,848.45,875.6
1815,21,865.3069767,865.35,867.25,876.6
1797,52,859.0626118,859.1,861.25,876.65
1816,17,865.4357782,865.45,866.6,876.85
1812,81,863.7778175,863.8,865.25,877.15
1813,65,864.3864043,864.4,867.1,877.2
1822,58,869.8246869,869.85,871.0,877.6
1829,28,873.459034,873.5,875.6,879.25
1793,31,854.8604651,854.9,856.5,879.7
1819,20,867.2443649,867.25,868.9,881.25
1834,82,875.3166369,875.35,876.75,882.55
1804,37,860.3735242,860.4,861.85,882.65
1837,18,876.4790698,876.5,877.2,883.35
1825,57,870.7677996,870.8,873.75,884.05
1831,30,873.7255814,873.75,875.0,884.7
1832,61,874.0028623,874.05,876.65,884.75
1818,56,866.5023256,866.55,868.0,884.9
1805,68,861.0576029,861.1,863.15,885.25
1814,47,865.1316637,865.15,866.0,886.1
1827,19,872.2654741,872.3,873.45,886.45
1838,26,876.4830054,876.5,878.95,886.7
1806,66,861.5874776,861.6,865.0,886.8
1811,85,863.3381038,863.35,865.15,887.5
1810,62,863.0683363,863.1,864.25,887.6
1824,34,870.7055456,870.75,872.2,887.8
1823,84,870.3166369,870.35,871.7,887.85
1817,35,865.8268336,865.85,867.95,888.55
1830,59,873.4644007,873.5,875.25,889.2
1826,64,872.1470483,872.15,873.8,889.65
1839,14,878.293381,878.3,880.65,889.9
1835,49,875.4525939,875.5,877.15,890.1
1841,22,878.7810376,878.8,881.2,890.35
1847,65,884.1756708,884.2,885.35,890.65
1846,27,883.5652952,883.6,885.35,891.5
1843,70,881.2257603,881.25,883.0,892.35
1842,25,880.6776386,880.7,882.15,892.5
1845,60,881.9860465,882.0,883.45,892.65
1820,16,869.0017889,869.05,870.5,893.35
1833,50,875.2443649,875.25,876.7,893.7
1821,63,869.4307692,869.45,872.15,893.8
1853,51,888.3932021,888.4,890.0,895.15
1828,72,872.3488372,872.35,873.5,895.2
1836,71,875.8948122,875.9,877.05,895.25
1861,23,890.2354204,890.25,891.4,895.5
1844,58,881.4776386,881.5,882.95,896.8
1860,67,889.7105546,889.75,893.9,897.85
1863,76,892.1116279,892.15,893.3,901.2
1865,79,895.1127013,895.15,896.3,901.8
1849,53,885.6347048,885.65,887.3,903.0
1855,55,888.5652952,888.6,889.75,903.55
1859,61,889.6894454,889.7,892.25,904.5
1840,75,878.7123435,878.75,880.65,905.6
1854,54,888.5652952,888.6,890.35,905.65
1868,57,897.0236136,897.05,899.5,905.7
1850,29,886.293381,886.3,887.75,905.9
1848,40,885.2937388,885.3,886.45,906.3
1867,20,896.2211091,896.25,898.6,907.3
1873,63,901.7323792,901.75,903.6,907.6
1870,22,900.7935599,900.8,901.95,908.0
1856,48,888.8207513,888.85,891.05,908.0
1852,21,888.0221825,888.05,889.5,909.25
1880,47,903.493381,903.5,905.3,909.55
1869,27,897.9831843,898.0,899.45,910.45
1858,38,889.3674419,889.4,890.6,910.55
1872,19,901.6307692,901.65,903.1,911.1
1862,73,891.732737,891.75,893.7,911.2
1876,64,902.4797853,902.5,904.05,911.4
1851,69,886.6543828,886.7,888.45,911.5
1857,52,889.0243292,889.05,891.25,911.85
1864,46,894.6554562,894.7,897.05,912.15
1886,18,906.5159213,906.55,908.0,913.8
1879,45,903.3291592,903.35,905.7,914.1
1885,65,906.0779964,906.1,908.6,915.15
1887,72,907.7928444,907.8,910.0,915.5
1874,51,901.7946333,901.8,903.85,916.4
1866,24,895.431127,895.45,896.9,916.5
1881,68,904.5985689,904.6,906.05,916.95
1878,49,902.7370304,902.75,903.95,919.05
1891,33,913.6708408,913.7,914.85,919.1
1889,57,911.3313059,911.35,913.4,920.8
1871,39,900.8976744,900.9,902.4,922.4
1890,23,913.6418605,913.65,914.8,922.55
1882,67,905.3166369,905.35,906.8,922.65
1895,47,916.580322,916.6,918.05,923.55
1875,36,901.9363148,901.95,903.1,923.75
1883,32,905.3166369,905.35,906.5,923.95
1898,53,918.4890877,918.5,920.45,924.85
1897,50,918.0336315,918.05,919.8,925.65
1884,56,905.8533095,905.9,907.65,925.65
1893,28,916.3316637,916.35,917.5,926.1
1877,66,902.5438283,902.55,903.7,926.5
1896,25,917.549195,917.55,919.05,926.65
1902,17,920.6690519,920.7,923.2,928.25
1892,31,915.5595707,915.6,918.05,929.05
1894,41,916.3799642,916.4,917.85,930.5
1888,79,910.0143113,910.05,911.2,930.6
1900,30,919.0547406,919.1,920.55,931.0
1906,45,924.5681574,924.6,926.35,931.85
1905,22,922.9960644,923.0,924.45,932.05
1904,27,921.8865832,921.9,923.65,932.75
1899,64,918.8286225,918.85,920.0,933.6
1908,38,931.4010733,931.45,932.6,935.4
1907,57,930.8679785,930.9,932.05,935.45
1903,20,920.8679785,920.9,922.35,936.3
1911,58,933.3073345,933.35,934.5,937.9
1901,21,919.1241503,919.15,921.55,938.75
1914,60,935.4651163,935.5,936.65,941.15
1910,46,932.8375671,932.85,934.0,941.6
1918,81,935.4651163,935.5,936.7,942.2
1927,82,935.4651163,935.5,937.2,943.55
1937,67,936.7449016,936.75,941.0,944.1
1919,59,935.4651163,935.5,936.65,944.6
1932,61,935.4651163,935.5,937.3,945.55
1925,75,935.4651163,935.5,936.65,945.55
1940,17,940.0930233,940.1,941.25,945.85
1939,30,939.7123435,939.75,940.9,946.1
1921,80,935.4651163,935.5,936.65,946.35
1916,47,935.4651163,935.5,936.95,946.45
1930,83,935.4651163,935.5,939.55,946.5
1942,16,942.6153846,942.65,944.1,946.9
1912,18,934.2246869,934.25,935.7,947.05
1909,19,931.7209302,931.75,933.5,947.55
1931,69,935.4651163,935.5,938.85,947.6
1924,71,935.4651163,935.5,936.7,947.9
1913,29,935.3166369,935.35,937.25,948.85
1934,65,935.4651163,935.5,937.55,949.05
1928,72,935.4651163,935.5,936.7,949.8
1936,25,936.262254,936.3,937.45,950.95
1938,62,937.7234347,937.75,939.5,950.95
1944,45,946.6486583,946.65,947.8,951.8
1922,77,935.4651163,935.5,937.15,951.8
1923,76,935.4651163,935.5,939.35,952.85
1948,66,949.1187835,949.15,950.3,953.65
1943,84,945.3166369,945.35,948.0,954.3
1935,42,935.4651163,935.5,936.65,954.9
1929,73,935.4651163,935.5,937.2,956.25
1933,68,935.4651163,935.5,937.75,956.75
1958,64,951.0608229,951.1,952.55,956.85
1946,79,947.7928444,947.8,949.45,957.05
1945,46,947.0679785,947.1,948.75,958.35
1920,78,935.4651163,935.5,936.7,958.6
1917,63,935.4651163,935.5,936.95,958.7
1926,70,935.4651163,935.5,937.15,959.25
1961,36,951.3084079,951.35,952.5,960.0
1973,45,954.8157424,954.85,956.3,960.0
1941,52,941.9499106,941.95,943.1,960.15
1915,74,935.4651163,935.5,936.65,961.15
1967,22,953.0597496,953.1,954.75,961.45
1953,82,950.2354204,950.25,954.3,961.55
1952,28,949.6994633,949.7,951.15,961.75
1947,37,947.8708408,947.9,949.05,962.05
1955,43,950.5398927,950.55,953.6,963.25
1972,65,954.0411449,954.05,957.65,963.65
1951,67,949.6926655,949.7,952.85,964.55
1963,75,951.670483,951.7,955.75,965.05
1954,60,950.4139535,950.45,951.6,965.4
1979,64,961.2697674,961.3,963.15,966.65
1969,31,953.5516995,953.6,955.4,966.75
1970,54,953.9044723,953.95,956.25,966.85
1959,34,951.1445438,951.15,952.9,967.0
1966,25,952.713059,952.75,955.35,967.1
1978,48,960.937746,960.95,963.55,968.1
1983,27,961.8758497,961.9,963.05,968.2
1985,45,963.3821109,963.4,964.9,968.55
1956,53,950.9864043,951.0,952.15,969.15
1949,44,949.1531306,949.2,951.25,969.6
1960,80,951.2719141,951.3,956.45,969.75
1976,30,957.9194991,957.95,959.4,970.85
1987,33,964.0826476,964.1,965.25,970.95
1997,28,966.0583184,966.1,967.7,971.0
1957,57,951.0322004,951.05,952.35,972.05
1981,41,961.6948122,961.7,963.75,972.5
1993,29,965.7763864,965.8,966.95,973.75
1989,38,964.8497317,964.85,966.05,973.95
1962,56,951.580322,951.6,952.75,974.05
1986,58,963.4604651,963.5,965.55,976.15
1991,49,965.0465116,965.05,967.1,976.2
2011,27,972.4862254,972.5,973.9,976.35
1950,81,949.4107335,949.45,951.2,977.25
1971,66,953.9810376,954.0,957.75,978.1
1990,72,965.0014311,965.05,966.8,978.6
1977,47,960.8218247,960.85,962.6,978.95
1996,43,965.9946333,966.0,969.45,979.45
1974,62,956.293381,956.3,960.2,979.55
2003,34,967.8962433,967.9,969.9,980.1
1982,71,961.7978533,961.8,963.55,980.1
