,time,pickup,dropoff
4641,2056.833274,10,12
4600,2056.863327,56,89
4597,2057.079428,58,89
4605,2057.156708,24,48
4702,2057.335599,27,91
4512,2057.701968,49,73
4678,2058.908408,58,3
4699,2059.924866,4,91
4635,2063.499463,40,12
4680,2063.553131,6,3
4659,2064.338104,41,27
4712,2065.265474,60,97
4601,2065.638998,49,89
4579,2066.157066,10,75
4709,2066.343828,36,91
4671,2066.633631,21,94
4592,2067.12737,45,84
4536,2067.239714,57,60
4602,2067.251878,15,89
4554,2067.372093,50,72
10080,2067.462254,18,2
4584,2067.764937,55,75
4632,2068.039714,44,83
4531,2068.146333,38,60
4518,2068.37102,52,73
4577,2068.673703,27,75
4660,2068.77102,22,27
4675,2068.825403,24,94
4639,2069.025045,42,12
4539,2069.376386,19,60
4663,2069.394991,11,52
4560,2070.069767,36,40
4520,2070.080501,1,73
4555,2070.083363,35,72
4617,2070.293023,41,43
4525,2070.726655,20,60
4578,2070.914132,9,75
4544,2070.964937,10,13
4715,2071.17102,53,97
4519,2071.354919,42,73
4687,2071.478712,34,57
4631,2072.581395,45,83
4568,2073.106619,53,40
4628,2073.504472,13,51
4691,2076.164222,25,57
4612,2076.210733,2,48
4611,2077.835778,24,48
4563,2077.923792,23,40
9938,2078.63864,1,19
4543,2078.845438,44,13
4626,2079.274776,37,51
4567,2079.502326,51,40
4636,2080.07907,8,12
4575,2080.983542,15,28
4633,2081.308408,22,12
4642,2081.755635,9,12
4666,2081.790698,22,52
4653,2082.006798,43,27
4708,2082.008229,37,91
4686,2082.348837,27,57
4654,2082.470483,20,27
4716,2082.486941,36,97
4643,2083.502326,36,12
4530,2083.726297,19,60
4619,2083.937388,10,43
4547,2084.047585,2,13
4559,2084.059034,44,72
4590,2084.813238,1,84
4514,2085.225403,17,73
4528,2085.270483,29,60
4552,2086.35814,7,72
14506,2087.001789,57,16
4551,2087.110197,10,72
4679,2087.168873,26,3
4569,2089.321288,46,28
4576,2089.71127,35,75
4672,2090.584258,6,94
4562,2090.615027,66,40
4665,2091.41288,31,52
4714,2091.575313,7,97
4677,2091.992487,15,3
4640,2092.987835,45,12
4674,2093.552415,23,94
4548,2093.957424,1,72
4534,2094.034705,2,60
4657,2094.429696,31,27
4524,2094.794633,30,73
4625,2095.88873,13,51
4670,2096.0161,4,94
4648,2096.345975,2,27
4694,2097.084436,11,57
4545,2098.523435,6,13
4546,2098.650805,35,13
4688,2099.435063,38,57
4637,2100.02254,12,12
4572,2101.248301,9,28
4661,2101.734884,19,52
4550,2102.032558,30,72
4700,2102.217174,39,91
14367,2103.749911,62,58
4593,2104.138462,7,84
4707,2104.979964,10,91
4703,2105.256887,20,91
4646,2105.388551,20,12
4655,2106.519857,33,27
4652,2106.754562,64,27
4630,2106.829696,22,83
4616,2107.279785,11,43
14364,2110.124866,52,64
4681,2111.818962,28,3
14318,2112.001789,44,98
14339,2112.153488,29,21
4538,2112.176386,34,60
4582,2113.309839,4,75
4673,2113.392129,18,94
4610,2113.657603,32,48
4618,2113.828623,24,43
4603,2114.450447,4,89
14508,2118.651521,33,82
4565,2118.66297,7,40
4710,2118.82254,1,91
4589,2119.274776,14,84
4573,2120.645081,61,28
4594,2123.026834,24,89
4598,2124.942039,21,89
4705,2125.57102,19,91
4533,2125.585331,26,60
14423,2125.877996,27,70
14453,2127.225403,25,100
4638,2128.451878,10,12
4683,2129.191055,9,57
4656,2133.294812,58,27
14354,2133.738462,12,64
14437,2138.555635,35,29
4608,2138.914848,7,48
14383,2140.242934,64,54
14321,2141.256887,22,77
4521,2141.815742,5,73
4527,2142.013953,1,60
14471,2144.886941,23,99
4701,2145.572451,24,91
4622,2146.186047,17,51
14363,2148.658676,11,64
14450,2151.667621,24,26
14517,2155.518068,38,82
14316,2159.800716,3,98
14313,2161.546691,64,98
4698,2162.176386,3,91
14398,2172.280859,36,22
14473,2176.386762,55,42
14361,2181.087657,53,64
14376,2181.087657,53,46
14420,2181.087657,65,70
14386,2181.087657,58,47
14417,2181.087657,63,70
14371,2181.087657,45,58
14418,2181.087657,65,70
14360,2181.087657,63,64
14409,2181.087657,59,86
14415,2181.087657,61,70
14375,2181.087657,56,46
14402,2181.087657,46,22
14352,2181.087657,58,55
14435,2181.087657,59,29
14516,2181.087657,56,82
14327,2181.087657,56,77
14317,2181.087657,56,98
14504,2181.087657,59,16
14304,2181.087657,60,87
14491,2181.087657,46,45
14485,2181.087657,63,42
14481,2181.087657,66,42
14358,2181.087657,63,64
14346,2181.087657,64,55
14347,2181.087657,58,55
14469,2181.087657,64,99
14377,2181.087657,60,46
14461,2181.087657,46,100
14382,2181.087657,41,54
14442,2181.087657,34,74
14522,2181.087657,32,88
14468,2181.087657,58,99
14452,2181.087657,60,26
14449,2181.087657,42,26
14422,2184.171377,31,70
6787,2184.942039,53,92
14507,2188.242934,55,16
14404,2189.472987,18,22
14401,2193.220036,23,22
14315,2194.017174,42,98
14448,2194.167442,51,26
14513,2194.236136,26,82
14472,2194.322004,38,42
6728,2194.472987,48,28
14459,2195.031843,52,100
14348,2195.13059,41,55
14362,2195.250805,58,64
14475,2195.313775,38,42
14331,2195.336673,66,80
14479,2195.348122,49,42
14301,2195.495528,63,68
14492,2195.672272,51,45
14457,2196.115206,50,100
14454,2196.145975,33,100
14344,2196.197496,53,21
14330,2196.684794,29,80
14322,2196.703399,52,77
14440,2196.966011,56,74
14341,2197.07907,27,21
14444,2197.484794,8,74
14372,2197.531306,48,58
14523,2197.627191,43,88
14456,2197.658676,46,100
14499,2197.729517,54,45
14328,2197.913417,43,80
14396,2198.161002,58,38
14529,2198.737746,28,88
14478,2199.135599,52,42
14428,2199.144186,37,18
14325,2199.481932,53,77
14399,2199.572093,63,22
14391,2200.103041,35,47
14477,2200.161717,62,42
14306,2203.870841,53,87
14413,2204.383542,45,70
14326,2206.029338,34,77
14308,2206.538104,26,87
14337,2206.707692,32,21
14349,2206.852952,36,55
14405,2207.139893,32,22
14307,2207.204293,26,87
14489,2207.846869,44,45
14394,2208.116637,37,38
6678,2208.518784,61,20
14433,2208.796422,20,18
14303,2209.056887,33,68
14335,2209.108408,32,21
14365,2209.21288,56,64
14368,2209.411807,51,58
14515,2209.569231,42,82
14427,2210.051521,32,18
14378,2210.370662,40,46
14480,2210.409302,44,42
14446,2210.626834,21,26
14392,2210.846512,5,47
14484,2210.962075,21,42
14333,2211.087657,38,80
14342,2211.093381,15,21
14345,2211.614311,35,55
14502,2212.863685,19,16
14520,2213.013953,53,82
14521,2213.013953,54,88
14411,2213.421109,21,86
14528,2213.496959,14,88
14384,2215.285868,32,54
14470,2215.97424,42,99
14332,2217.362433,11,80
14419,2217.435778,42,70
14407,2217.962075,38,22
14527,2217.966369,34,88
14426,2219.63864,25,18
14406,2219.707335,28,22
14511,2220.933095,26,82
14305,2221.100537,9,87
14388,2221.868336,3,47
14357,2222.367084,29,64
14495,2222.405725,32,45
14319,2222.969589,37,98
14387,2223.192844,33,47
14310,2223.239356,20,98
14390,2223.769589,15,47
14385,2224.219678,36,54
14455,2224.767084,40,100
14309,2224.83864,8,98
6701,2225.343828,52,84
14490,2225.533453,46,45
14458,2225.785331,30,100
14298,2226.362075,18,68
14299,2226.589624,17,68
14359,2227.335242,35,64
14494,2227.488372,39,45
14463,2227.5678,19,100
14334,2227.856172,37,21
14389,2228.117352,13,47
14393,2228.363506,20,47
14441,2231.135957,37,74
14320,2231.500537,24,98
14340,2231.653667,24,21
14496,2231.949911,32,45
14474,2232.002147,10,42
14514,2233.162791,13,82
14483,2233.834705,8,42
14429,2235.516995,20,18
14445,2235.562075,19,74
14403,2235.909123,23,22
14421,2236.843649,24,70
14465,2237.399642,6,100
14436,2237.479785,29,29
14379,2237.54347,26,46
14343,2238.120215,21,21
14466,2239.487657,13,99
14373,2239.647943,16,58
14505,2239.658676,7,16
14353,2239.776744,20,55
14493,2240.233989,28,45
14369,2241.29517,32,58
14512,2241.341682,8,82
14434,2242.184615,28,29
14519,2242.429338,29,82
6661,2242.821467,45,57
14482,2243.272987,8,42
14300,2243.388193,6,68
14336,2243.56136,22,21
14462,2243.745975,17,100
14338,2244.171735,8,21
14486,2245.250089,20,42
14443,2246.646869,17,74
14297,2247.959928,3,68
14424,2248.085868,8,18
14488,2249.514132,14,45
14451,2249.833274,19,26
6643,2249.861896,45,2
6636,2249.861896,49,44
6648,2249.861896,64,2
6779,2249.861896,64,6
6650,2249.861896,46,2
6774,2249.861896,55,95
6613,2249.861896,18,37
6593,2249.861896,62,4
6638,2249.861896,40,44
6770,2249.861896,64,19
6649,2249.861896,65,2
6790,2249.861896,28,92
6707,2249.861896,62,84
6744,2249.861896,65,75
6674,2249.861896,66,20
6737,2249.861896,60,52
6673,2249.861896,18,20
6739,2249.861896,55,52
14410,2249.864043,11,86
14350,2250.276923,20,55
14510,2250.729159,25,82
14438,2251.367442,22,74
14414,2251.444723,6,70
14464,2251.972093,14,100
14430,2252.959571,7,18
6721,2253.298748,41,28
14509,2253.768157,5,82
14408,2253.83542,3,86
14356,2254.139535,28,64
14412,2255.061181,29,86
14381,2255.944902,24,54
14351,2256.489445,24,55
14324,2257.607156,16,77
14518,2257.711628,20,82
14395,2258.31771,16,38
6688,2258.416816,51,43
14400,2259.732379,5,22
14431,2261.019678,10,18
14476,2261.378891,16,42
14501,2262.264043,19,16
14380,2262.767084,11,54
6588,2262.893023,22,83
6786,2263.754562,33,92
6765,2263.846154,54,19
6586,2263.974955,41,83
6753,2264.153846,62,3
6670,2264.234705,51,57
6590,2264.23542,60,83
6741,2264.988909,3,75
6782,2265.464043,60,6
6762,2265.539893,39,13
6680,2265.741682,52,51
14366,2266.185331,3,58
6771,2266.289088,45,95
6692,2266.320572,51,43
6653,2267.026834,66,72
14497,2267.038998,12,45
6659,2267.147048,47,72
6645,2267.150626,40,2
6706,2267.246512,34,84
6694,2267.272987,42,43
14487,2267.519141,21,45
6750,2268.166011,6,3
6594,2268.212522,63,4
6687,2268.283363,55,51
14374,2269.509123,20,46
14460,2270.252594,20,100
14329,2270.472272,12,80
6626,2270.94025,58,60
14447,2270.966726,27,26
6691,2271.89839,59,43
14503,2272.180322,12,16
14526,2272.211807,14,88
6767,2274.375671,36,19
14498,2274.501252,27,45
14500,2274.822182,4,45
14370,2275.091234,10,58
6592,2276.43864,22,83
6632,2276.945259,41,44
6634,2277.355993,46,44
6652,2277.603578,60,72
6745,2278.168873,37,75
6756,2278.509481,61,13
6616,2279.271556,49,37
6664,2279.766726,61,57
6754,2279.816816,30,3
6624,2279.923435,55,60
6800,2280.115921,21,12
6773,2280.261896,65,95
6766,2280.701968,20,19
6685,2280.953846,11,51
6662,2281.057603,33,57
6784,2281.081216,46,6
6747,2281.33381,42,3
6597,2281.655098,53,4
14311,2282.020751,8,98
14355,2282.452236,8,64
14525,2283.162075,1,88
6794,2283.416816,33,92
6617,2283.982826,3,37
6710,2284.392129,64,84
6663,2284.852952,50,57
6633,2285.612165,2,44
6676,2285.726655,23,20
14524,2285.896959,6,88
14312,2286.702326,22,98
14439,2286.903757,15,74
6608,2288.148837,62,89
11762,2288.372451,59,16
6647,2289.846154,2,2
6761,2291.138462,38,13
6736,2291.272272,30,52
6612,2292.319857,1,37
6749,2292.972451,47,3
6587,2293.099821,22,83
6758,2293.123792,56,13
6696,2293.484794,13,43
6604,2293.551342,47,89
6609,2293.73381,23,89
6717,2293.79678,19,28
6682,2294.197496,29,51
6644,2294.739893,47,2
6601,2294.816458,29,89
6788,2294.852236,66,92
6698,2294.99034,16,43
14432,2295.144186,6,18
14397,2295.758497,7,38
14314,2295.826834,9,98
6783,2296.728444,62,6
6625,2297.141324,65,60
6681,2297.142755,44,51
6735,2297.504114,4,52
6619,2298.554562,33,37
6610,2299.026834,60,37
14425,2299.196064,20,18
6708,2301.398927,45,84
14416,2301.874776,10,70
6722,2301.942039,15,28
11722,2302.934884,32,8
6792,2304.357066,2,92
6775,2305.229338,44,95
14302,2306.104472,6,68
6746,2306.358497,50,75
6778,2306.87585,12,6
6671,2306.881932,56,20
6639,2307.283005,23,44
6751,2307.388193,17,3
14323,2307.825403,3,77
14467,2308.112701,4,99
6718,2308.122361,61,28
6629,2308.196064,37,60
6589,2309.319141,66,83
6733,2309.366011,54,52
6675,2309.374597,20,20
6641,2309.667263,28,44
6798,2309.862254,5,12
6791,2309.919857,11,92
6596,2309.950626,44,4
6732,2310.131664,25,52
6703,2310.198927,44,84
6759,2311.290161,22,13
6730,2311.863327,57,52
6657,2312.29839,22,72
6712,2313.416816,21,84
6743,2313.544902,60,75
6713,2315.810376,64,84
6700,2315.89195,41,43
6637,2316.454741,4,44
6669,2317.783184,13,57
6742,2317.905188,50,75
6668,2317.972093,40,57
11596,2318.177818,31,29
6611,2318.614669,59,37
6642,2319.227549,34,2
6727,2319.792487,9,28
6630,2319.89195,1,60
6795,2320.007871,5,12
6595,2320.837209,30,4
6697,2321.182826,21,43
6704,2321.265832,54,84
6695,2321.529875,36,43
6651,2322.303399,18,72
6723,2322.515564,5,28
6764,2322.53381,33,19
6785,2322.88229,55,6
6654,2323.532737,46,72
6715,2324.42898,53,28
6679,2325.577102,35,51
6605,2326.488014,10,89
6725,2327.338819,17,28
6752,2327.98068,11,3
6640,2328.138104,1,44
6793,2328.364222,55,92
6734,2329.859034,25,52
6606,2330.04186,32,89
11729,2330.285868,18,47
6598,2331.552057,57,4
6623,2331.69517,39,60
6740,2332.729875,33,75
6602,2333.677996,20,89
6677,2334.068694,23,20
6769,2334.139535,20,19
6600,2334.248301,41,4
6620,2334.263327,49,37
6693,2334.283005,4,43
6658,2334.42254,29,72
6729,2335.799642,32,52
6635,2335.880143,36,44
6763,2336.447227,47,19
6656,2338.223256,38,72
6631,2339.179964,5,60
6748,2339.915921,18,3
6714,2340.549553,17,84
6777,2341.494812,3,6
6689,2342.206798,40,43
6621,2342.71127,36,37
6655,2343.416816,11,72
6797,2344.633989,51,12
6622,2347.181395,18,37
6796,2347.24186,19,12
6599,2348.100179,41,4
11551,2348.416816,64,5
6709,2348.602504,30,84
6614,2348.74347,18,37
11663,2348.777818,51,45
6683,2350.182111,33,51
6684,2350.198927,14,51
6789,2350.613953,30,92
6726,2350.758497,30,28
6724,2351.956708,15,28
6781,2352.436494,22,6
6757,2353.052594,8,13
6603,2355.688014,18,89
6591,2357.747406,11,83
6628,2358.151699,17,60
6665,2361.69517,12,57
6720,2362.182826,11,28
6768,2362.325581,10,19
6799,2362.369946,20,12
6690,2362.518784,20,43
6627,2362.653309,14,60
11750,2363.027549,63,42
6615,2363.296959,31,37
6738,2363.60644,8,52
11640,2364.459392,31,46
11687,2365.024329,60,64
6699,2368.02576,11,43
6618,2368.995349,10,37
6660,2373.134884,12,72
6719,2373.562075,10,28
6801,2375.186762,5,12
11601,2376.899463,28,29
11747,2377.45653,55,42
6702,2377.623614,11,84
6667,2377.776029,11,57
6760,2378.236852,1,13
6780,2378.489803,29,6
11530,2380.17424,58,54
6711,2380.758497,26,84
11526,2381.449016,54,70
11604,2387.456172,25,32
6686,2387.515564,1,51
6607,2387.964222,2,89
6716,2388.422898,11,28
6731,2388.62576,3,52
6646,2390.758497,9,2
6776,2392.426834,27,6
6755,2394.818605,16,3
11543,2395.816816,44,54
11751,2396.69517,47,42
11740,2396.967084,54,82
11560,2398.777818,22,100
6666,2400.198927,9,57
11525,2407.083363,35,70
6672,2408.31771,12,20
11667,2408.416816,30,86
6705,2409.501252,26,84
11742,2410.70161,43,82
11734,2412.539893,4,47
11532,2414.501252,44,54
11699,2415.17424,12,22
11688,2415.758497,58,64
11579,2415.976386,64,80
6772,2420.238283,9,95
11630,2426.262254,39,46
11624,2428.115206,4,99
11597,2428.416816,66,29
11564,2430.758497,29,74
11593,2430.758497,50,79
11648,2431.378533,57,38
11550,2432.570304,54,5
11686,2432.899821,38,91
11684,2438.416816,19,91
11728,2439.816816,2,47
11521,2442.45975,52,70
11671,2443.192129,26,91
11623,2443.269052,38,99
11752,2444.928444,46,42
11646,2448.06941,52,38
11675,2454.158497,50,91
11615,2454.501252,29,23
11753,2454.571377,35,42
11710,2456.070483,15,25
11748,2457.330233,12,42
11605,2459.501252,47,32
11726,2459.501252,38,8
11626,2460.657603,48,99
11566,2464.501252,12,74
12880,2464.915921,65,90
11621,2466.151342,34,99
11736,2466.467621,33,82
11609,2469.30805,3,32
11685,2472.104472,27,91
11703,2473.182826,44,27
11706,2477.465116,26,27
11765,2477.465116,46,16
11754,2477.465116,63,42
11719,2477.465116,36,25
11595,2477.465116,63,29
11735,2477.465116,55,47
11592,2477.465116,58,79
11634,2477.465116,55,46
11587,2477.465116,64,26
11556,2477.465116,51,5
11674,2477.465116,63,91
11580,2477.465116,65,80
11678,2477.465116,61,91
11668,2477.465116,65,86
11717,2477.465116,61,25
11544,2477.465116,62,54
11607,2477.465116,42,32
11629,2477.465116,47,46
11628,2477.465116,66,46
11569,2477.465116,65,87
11744,2477.465116,48,82
11612,2477.465116,48,23
11611,2477.465116,46,23
11745,2477.465116,56,42
11712,2477.465116,57,25
11698,2477.465116,65,22
11549,2477.465116,49,5
12978,2478.047227,56,6
11659,2483.327728,20,45
11708,2488.498748,41,27
11535,2490.360286,54,54
11548,2490.460465,41,5
11650,2491.076565,44,38
11540,2491.201789,43,54
11764,2491.87585,48,16
11608,2492.192844,24,32
11755,2492.243649,54,42
11662,2492.280859,55,45
11695,2492.295886,57,22
11588,2492.829696,32,26
11761,2492.947048,34,16
11651,2492.984258,44,38
11534,2493.072987,45,54
11570,2493.369946,19,87
11732,2493.50805,50,47
11766,2493.566726,61,16
11594,2493.790698,57,29
11541,2493.997496,47,54
11658,2494.257245,23,45
11645,2494.280859,62,38
11647,2494.525581,52,38
11743,2494.621467,47,82
11696,2494.648658,48,22
11709,2495.032916,58,25
11746,2495.052236,52,42
11552,2495.676208,61,5
11716,2496.636136,24,25
11731,2496.909839,59,47
11584,2501.354204,42,26
11679,2502.874776,31,91
11598,2504.18068,34,29
11583,2504.232916,47,80
11599,2504.891234,39,29
11559,2504.947048,38,100
11677,2505.244007,46,91
11574,2505.265474,42,87
11643,2505.301252,60,38
11666,2505.606082,43,86
11642,2505.830769,55,38
11637,2505.886583,38,46
11618,2506.26941,8,99
11763,2506.488372,25,16
11613,2506.750268,31,23
11542,2507.08873,52,54
11622,2507.993202,47,99
11585,2508.087657,19,26
11714,2508.156351,56,25
11635,2508.534884,48,46
11741,2508.744544,46,82
11557,2508.828265,21,100
11610,2509.745617,39,23
11758,2509.829338,57,16
11701,2509.975313,54,22
11707,2511.570304,30,27
11767,2511.602504,23,16
11638,2513.001431,43,46
11655,2514.645796,25,45
11561,2516.636494,19,74
11603,2516.767442,26,32
11539,2517.153846,37,54
11649,2517.593918,42,38
11692,2518.280859,44,64
11730,2518.386047,56,47
11533,2518.459034,20,54
11573,2519.262612,38,87
11586,2519.276923,22,26
11522,2519.32415,41,70
11620,2519.722004,38,99
11527,2519.99034,31,70
11672,2520.063327,53,91
11591,2520.106977,52,79
11553,2520.277281,1,5
11669,2520.705903,30,86
11547,2520.785331,3,5
11660,2520.827549,16,45
11545,2522.755277,19,54
11558,2523.098748,39,100
11683,2523.337746,51,91
11704,2524.433989,37,27
11523,2524.858318,21,70
11625,2525.199642,23,99
11705,2526.237925,35,27
11537,2526.913417,25,54
11718,2528.273703,21,25
11578,2528.311628,36,80
11656,2528.496959,27,45
11602,2529.700537,3,32
11680,2530.069052,16,91
11702,2530.482648,13,27
11759,2530.6322,51,16
11571,2530.651521,50,87
11721,2531.133095,17,25
11693,2531.509481,34,64
11563,2531.562433,52,74
11694,2532.020394,34,64
11690,2532.111986,32,64
11582,2532.343113,21,80
11636,2532.8161,17,46
11538,2533.630411,20,54
11723,2535.103757,42,8
11720,2537.648301,15,25
11644,2537.731306,23,38
11606,2537.786404,35,32
11738,2538.610733,6,82
13100,2538.983542,62,60
13132,2539.383542,48,49
11691,2539.586047,17,64
12895,2539.893023,64,83
12917,2540.584973,59,17
11567,2540.972809,35,74
11715,2541.971735,27,25
11590,2542.054741,21,79
11711,2543.035063,14,25
11536,2544.247227,30,54
11531,2544.263685,13,54
11554,2544.545617,21,5
11697,2544.584973,12,22
11639,2544.603578,35,46
11757,2545.34347,49,16
11749,2545.580322,16,42
11682,2546.112701,25,91
11576,2546.294454,17,80
11633,2548.122719,42,46
11614,2548.152773,20,23
11577,2551.3678,30,80
11665,2551.784258,2,86
12873,2552.622182,46,52
11565,2552.648658,24,74
11528,2553.171735,15,54
11641,2553.227549,12,38
12908,2554.348837,57,19
12930,2555.646154,59,9
11575,2555.678354,26,80
11733,2555.714132,45,47
11664,2555.903757,15,86
11617,2556.09839,18,23
11739,2556.852594,20,82
11670,2556.944186,1,86
11589,2557.015027,31,79
13040,2557.568157,61,21
11627,2557.67263,13,99
11524,2558.058318,13,70
11572,2561.611091,37,87
11529,2562.201431,14,54
11681,2562.260823,7,91
11568,2564.18712,28,87
11760,2565.395707,7,16
13045,2566.373166,34,21
11555,2569.532379,17,5
11653,2570.07263,21,38
11725,2570.470483,27,8
11619,2570.564937,44,99
13009,2571.20966,49,89
12989,2571.955277,59,37
11616,2573.872272,6,23
11673,2575.316279,10,91
13037,2577.663685,66,13
11632,2578.170662,13,46
11657,2580.215027,6,45
11689,2580.576386,20,64
12973,2580.910197,60,6
12929,2582.096243,53,9
11700,2582.393918,40,22
11631,2585.163864,16,46
13133,2591.11127,39,49
12924,2594.052952,59,9
11652,2594.349553,11,38
12919,2595.211449,56,17
13002,2595.551699,48,89
11737,2595.802862,27,82
12968,2596.09195,30,6
11756,2596.849732,4,16
11713,2599.534884,24,25
12951,2604.865832,39,62
13013,2607.416816,59,53
11661,2609.079428,1,45
13107,2609.70805,40,3
11581,2614.88229,22,80
13105,2618.493739,36,3
12953,2619.956351,58,33
12874,2620.11449,42,52
11724,2629.982111,22,8
13104,2630.352773,60,3
13068,2632.259392,54,36
11562,2633.983542,21,74
13125,2645.006798,58,49
11676,2645.610018,9,91
13101,2645.861896,61,60
13057,2645.861896,64,59
13127,2645.861896,44,49
13001,2645.861896,65,89
13000,2645.861896,56,89
12998,2645.861896,29,89
12990,2645.861896,45,37
12904,2645.861896,29,19
12875,2645.861896,63,52
12902,2645.861896,61,83
12988,2645.861896,61,37
12977,2645.861896,64,6
13109,2645.861896,60,3
13116,2645.861896,49,75
12894,2645.861896,66,83
13126,2645.861896,64,49
13123,2645.861896,49,75
13014,2645.861896,66,53
13018,2645.861896,55,53
12876,2645.861896,65,52
13019,2645.861896,50,53
12928,2645.861896,45,9
12949,2645.861896,53,62
13032,2645.861896,53,13
12925,2645.861896,57,9
12932,2645.861896,60,9
13081,2645.861896,46,68
13085,2645.861896,1,68
13024,2645.861896,63,53
13074,2645.861896,66,68
12920,2645.861896,41,17
12948,2645.861896,64,62
12940,2645.861896,45,12
12923,2646.849732,19,17
11546,2647.14347,20,54
12947,2649.534884,56,62
12896,2650.07263,30,83
13050,2654.956351,33,59
12997,2658.618247,42,37
13128,2658.88873,29,49
12872,2659.57424,51,52
13086,2659.687299,56,68
12964,2659.72737,44,18
12915,2659.753131,36,17
13044,2659.950626,24,21
12952,2660.213953,43,33
13023,2660.33059,35,53
13065,2660.358497,62,36
12909,2660.60966,60,19
12975,2660.680501,48,6
12996,2660.772093,45,37
13039,2660.788551,59,21
12910,2660.889445,49,19
13098,2660.95814,44,60
12898,2661.184973,46,83
13079,2661.268694,58,68
12882,2661.345259,42,90
12901,2661.345259,43,83
13076,2661.570662,53,68
12965,2661.70805,38,18
12900,2662.047943,59,83
12961,2662.242576,60,18
12969,2662.833631,32,6
12995,2662.842934,48,37
12888,2663.324508,45,90
13005,2663.456172,38,89
12991,2663.765295,43,37
13015,2663.861181,46,53
12944,2664.686941,57,62
12881,2665.910197,32,90
11727,2667.096243,5,8
12992,2670.923792,45,37
12897,2671.189267,54,83
13028,2671.53703,30,53
13067,2671.787478,50,36
13084,2672.096243,38,68
12907,2672.099463,50,19
13090,2672.4,24,30
13004,2672.604651,58,89
13117,2673.191413,37,75
12926,2673.636494,58,9
11654,2673.983542,20,38
13129,2674.011449,41,49
13051,2674.02576,18,59
13113,2674.598211,37,75
12887,2674.88873,14,90
13078,2674.978175,46,68
13061,2675.049732,9,14
13034,2675.051163,23,13
12985,2675.127728,39,39
13035,2675.199284,40,13
12935,2675.230769,37,9
13091,2675.260107,40,30
12879,2676.027907,45,90
12956,2677.09195,39,33
12981,2677.172809,52,39
13029,2677.285868,31,13
12963,2677.410376,39,18
13102,2677.455456,50,60
13096,2677.627191,24,60
12999,2678.654025,31,89
12939,2678.958855,32,12
12960,2679.355993,36,18
13070,2680.310555,29,36
13027,2682.402862,33,53
13093,2684.008587,51,30
12890,2684.542397,7,90
12906,2684.810018,40,19
12886,2684.905188,46,90
12878,2684.943828,40,52
13041,2685.631485,35,21
12885,2685.838283,34,90
12868,2686.176744,32,52
12942,2687.573524,51,12
12954,2688.532379,18,33
12971,2688.859392,17,6
12955,2689.119857,30,33
12950,2689.376744,44,62
13012,2689.914132,51,89
12941,2690.041503,39,12
13059,2690.128801,35,14
12927,2690.137388,2,9
13089,2690.161002,29,30
12933,2690.409302,34,9
13063,2690.802862,28,14
12936,2691.036852,43,12
13069,2691.041145,33,36
13066,2691.09195,45,36
13036,2691.311628,49,13
12870,2691.588551,37,52
13097,2691.649374,20,60
12922,2692.083005,18,17
13130,2694.888014,13,49
13118,2697.954919,40,75
13054,2698.332737,28,59
12980,2698.453667,41,39
13021,2699.074776,38,53
13095,2700.004293,11,30
12966,2700.112343,30,18
12892,2700.12737,15,90
12972,2700.441503,2,6
13071,2700.758497,24,36
12911,2701.407513,39,19
12884,2702.16458,38,90
12946,2702.22898,18,62
13042,2702.392844,23,21
13046,2702.979606,17,21
12958,2703.214311,15,18
12913,2703.677281,27,17
12867,2703.844007,29,52
13031,2704.409302,26,13
13025,2704.837925,8,53
13114,2704.921646,15,75
13077,2705.696601,21,68
13011,2706.897317,30,89
11600,2707.096243,14,29
12903,2707.280143,27,83
13055,2707.921288,15,59
13082,2709.518426,5,68
13052,2709.598569,37,59
13106,2710.815027,32,3
13017,2711.748122,20,53
13094,2711.831843,4,30
13112,2712.096243,25,3
12914,2714.460823,35,17
13060,2715.342397,37,14
12970,2715.366726,5,6
12994,2715.825403,16,37
13083,2715.863327,27,68
12893,2716.325581,20,83
12931,2716.650447,26,9
13121,2716.694812,25,75
13047,2717.923435,17,21
13108,2718.553131,7,3
13026,2718.960286,24,53
13131,2718.983542,6,49
12938,2719.363864,3,12
13088,2719.780322,2,30
12871,2720.880501,22,52
12916,2721.159928,22,17
12967,2722.150268,2,18
13122,2722.426476,19,75
12934,2723.798211,32,9
13033,2723.983542,36,13
13056,2724.239714,18,59
12976,2724.633989,14,6
13053,2724.73703,25,59
13111,2726.606082,14,3
13006,2728.145975,9,89
12959,2728.989624,25,18
12984,2729.357424,35,39
12979,2730.633274,24,39
13010,2730.708408,13,89
12891,2730.802862,3,90
12905,2731.267263,14,19
13110,2731.931306,11,3
13064,2732.960644,3,14
12962,2733.218247,30,18
13115,2733.37102,1,75
12957,2733.851163,25,33
12869,2733.919141,12,52
13072,2735.129159,32,36
13038,2735.635778,1,21
13030,2737.307335,20,13
13119,2738.689803,9,75
12974,2738.772809,32,6
12883,2740.353488,7,90
12921,2741.545617,4,17
5431,2741.849732,57,79
5361,2741.849732,29,86
5398,2741.849732,65,64
5531,2741.849732,43,26
5370,2741.849732,52,86
5415,2741.849732,35,27
5406,2741.849732,63,42
5528,2741.849732,62,26
5504,2741.849732,65,23
5403,2741.849732,64,42
5500,2741.849732,49,35
5382,2741.849732,62,100
5484,2741.849732,56,32
5379,2741.849732,46,100
5471,2741.849732,60,47
5465,2741.849732,55,70
