batchNo,orderNo,time,pickup,dropoff
3,528,4896.348122,51,68
3,528,4654.87263,46,68
3,528,4782.504114,11,68
3,549,4661.841503,38,70
3,549,4868.991413,16,70
3,549,4879.755993,41,70
3,549,4829.471556,73,70
3,549,4768.183542,56,70
3,549,4683.249016,17,70
3,549,4764.395349,28,70
3,549,4825.593918,16,70
3,549,4837.786404,75,70
3,549,4684.48551,53,70
3,549,4708.841145,32,70
3,577,4726.784615,55,45
3,577,4870.272272,76,45
3,577,4945.146333,41,45
3,577,4642.395349,50,45
3,577,4779.395349,9,45
3,577,4831.889445,10,45
3,577,4703.379964,77,45
3,577,4682.827549,11,45
3,577,4642.395349,47,45
3,577,4782.995707,43,45
3,577,4699.395349,35,45
3,577,4729.847943,28,45
3,667,4865.333095,55,44
3,667,4696.341682,4,44
3,667,4709.395349,59,44
3,667,4753.718068,72,44
3,667,4642.395349,66,44
3,667,4715.395707,12,44
3,667,4700.844723,50,44
3,667,4736.397496,54,44
3,667,4723.349911,26,44
3,667,4642.395349,5,44
3,667,4642.395349,38,44
3,667,4814.395349,13,44
3,667,4729.395349,3,44
3,667,4766.706619,66,44
3,667,4708.995707,80,44
3,689,4658.539177,34,80
3,689,4685.916637,30,80
3,689,4734.154562,59,80
3,689,4710.039714,61,80
3,689,4644.924508,23,80
3,689,4667.003578,6,80
3,689,4776.18712,27,80
3,689,4647.512343,40,80
3,689,4607.542397,19,80
3,689,4672.722361,53,80
3,689,4674.703041,14,80
3,689,4868.099106,52,80
3,835,4803.413953,9,40
3,835,4734.395349,69,40
3,835,4642.395349,78,40
3,835,4672.242218,67,40
3,835,4685.917352,7,40
3,835,4725.657603,29,40
3,835,4670.822898,71,40
3,835,4729.395349,5,40
3,835,4690.718068,60,40
3,858,4656.555635,7,63
3,858,4712.186762,19,63
3,858,4771.322719,43,63
3,858,4642.395349,25,63
3,858,4636.966369,19,63
3,858,4660.346691,39,63
3,858,4704.601431,28,63
3,858,4639.924508,22,63
3,858,4806.889445,44,63
3,858,4674.657961,77,63
3,858,4563.925939,1,63
3,858,4662.321288,24,63
3,858,4931.30805,51,63
3,858,4723.985689,10,63
3,864,4744.493739,49,78
3,864,4737.274061,79,78
3,864,4642.395349,14,78
3,864,4896.555277,41,78
3,864,4672.540608,26,78
3,864,4669.451521,4,78
3,864,4642.395349,3,78
3,864,4675.109481,69,78
3,864,4748.87263,76,78
3,864,4855.366369,16,78
3,864,4642.395349,35,78
3,864,4769.879428,12,78
3,864,4658.491234,3,78
3,864,4751.827549,13,78
3,864,4681.794275,5,78
3,864,4642.395349,60,78
3,864,4804.181395,27,78
3,864,4564.836136,79,78
3,864,4737.181753,66,78
3,864,4906.999284,51,78
3,933,4723.02254,20,53
3,933,4804.046512,32,53
3,933,4719.073703,28,53
3,933,4704.250089,13,53
3,933,4804.395349,63,53
3,933,4712.186762,18,53
3,933,4683.394633,72,53
3,933,4781.158497,13,53
3,933,4891.30805,76,53
3,933,4790.47263,75,53
3,933,4737.902683,9,53
3,933,4742.186762,8,53
3,1113,4730.462612,12,51
3,1113,4686.178891,63,51
3,1113,4689.442934,77,51
3,1113,4642.395349,17,51
3,1113,4694.395349,32,51
3,1113,4763.942397,76,51
3,1113,4697.043649,47,51
3,1113,4655.953131,5,51
3,1113,4660.231485,68,51
3,1113,4840.822898,56,51
3,1113,4713.286941,30,51
3,1113,4820.60322,55,51
3,1113,4742.774597,55,51
3,1113,4809.395349,55,51
3,1113,4675.841503,40,51
3,1115,4657.115206,50,36
3,1115,4684.670125,4,36
3,1115,4708.718068,66,36
3,1115,4712.327728,64,36
3,1115,4785.354204,19,36
3,1115,4981.559928,52,36
3,1115,4634.395349,39,36
3,1115,4659.655456,59,36
3,1115,4854.620394,56,36
3,1182,4642.395349,33,33
3,1182,4801.429696,29,33
3,1182,4588.932737,22,33
3,1182,4775.316995,69,33
3,1182,4581.601073,79,33
3,1182,4808.623614,20,33
3,1182,4684.688014,38,33
3,1239,4671.757066,46,21
3,1239,4741.571735,11,21
3,1239,4771.950626,47,21
3,1239,4658.015385,17,21
3,1239,4634.867979,32,21
3,1239,4749.070841,70,21
3,1239,4698.443292,29,21
3,1240,4711.423256,71,88
3,1240,4821.986047,54,88
3,1240,4710.092665,53,88
3,1240,4708.109123,38,88
3,1240,4721.8,48,88
3,1240,4706.704472,68,88
3,1240,4684.395349,48,88
3,1240,4725.291592,72,88
3,1240,4710.220036,47,88
3,1240,4726.450805,63,88
3,1240,4642.395349,68,88
3,1240,4673.637567,38,88
3,1240,4659.112343,62,88
3,1294,4745.670125,59,82
3,1294,4690.633631,70,82
3,1294,4642.395349,58,82
3,1294,4710.984258,7,82
3,1294,4696.333453,64,82
3,1294,4738.657961,44,82
3,1294,4694.728086,67,82
3,1294,4710.878354,26,82
3,1294,4715.207513,77,82
3,1294,4720.869767,67,82
3,1294,4702.867621,22,82
3,1294,4729.395349,32,82
3,1294,4619.395349,31,82
3,1294,4737.186762,38,82
3,1294,4698.308408,71,82
3,1339,4659.395707,29,87
3,1339,4791.841145,9,87
3,1339,4744.395349,19,87
3,1339,4999.395349,52,87
3,1339,4751.005009,30,87
3,1339,4783.871199,47,87
3,1339,4739.395349,14,87
3,1420,4907.552415,73,75
3,1420,4698.174955,55,75
3,1420,4734.631485,48,75
3,1420,4684.8161,49,75
3,1420,4675.064401,60,75
3,1420,4659.05653,26,75
3,1420,4725.910912,62,75
3,1420,4755.316279,56,75
3,1420,4656.963506,58,75
3,1445,4723.72093,59,11
3,1445,4755.264043,43,11
3,1445,4879.918784,74,11
3,1445,4591.684794,1,11
3,1445,4661.532737,31,11
3,1445,4689.213238,13,11
3,1445,4767.592844,64,11
3,1445,4678.007871,24,11
3,1445,4647.982826,31,11
3,1445,4671.523792,7,11
3,1445,4736.866905,67,11
3,1445,4684.483363,45,11
3,1445,4642.395349,45,11
3,1493,4757.965653,50,18
3,1493,4660.569231,47,18
3,1493,4704.899463,24,18
3,1493,4690.606798,23,18
3,1493,4657.296601,63,18
3,1493,4764.395349,54,18
3,1493,4752.929517,63,18
3,1500,4683.150268,56,81
3,1500,4694.836136,1,81
3,1500,4739.365295,71,81
3,1500,4881.033631,16,81
3,1500,4729.395349,49,81
3,1500,4814.395349,75,81
3,1500,4893.305546,73,81
3,1500,4603.723435,21,81
3,1500,4620.997853,20,81
3,1500,4749.695528,38,81
3,1500,4787.054383,16,81
3,1500,4696.319499,8,81
3,1558,4697.996064,26,52
3,1558,4724.407513,65,52
3,1558,4964.891592,52,52
3,1558,4883.608229,51,52
3,1558,4684.800358,62,52
3,1558,4659.979606,53,52
3,1558,4575.995349,2,52
3,1558,4758.3678,59,52
3,1558,4670.864758,58,52
3,1558,4697.739893,53,52
3,1558,4770.718426,26,52
3,1558,4696.7839,62,52
3,1558,4715.891592,13,52
4,37,11212.88837,55,15
4,37,11210.80465,45,15
4,37,11177.88837,3,15
4,37,11107.88837,4,15
4,37,11322.88837,23,15
4,37,11172.88837,47,15
4,37,11104.31914,64,15
4,42,11192.88837,27,85
4,42,11132.88837,70,85
4,42,11297.88837,5,85
4,42,11082.88837,55,85
4,42,11142.6966,56,85
4,42,11262.88837,21,85
4,42,11131.26404,29,85
4,42,11277.88837,76,85
4,42,11118.73631,71,85
4,42,11100.17174,60,85
4,42,11296.81038,26,85
4,42,11140.3449,46,85
4,42,11137.88837,64,85
4,42,11114.68479,19,85
4,59,11067.88837,60,89
4,59,11352.88837,3,89
4,59,11292.88837,8,89
4,59,11282.88837,42,89
4,59,11171.98318,33,89
4,59,11402.88837,31,89
4,59,11207.88837,14,89
4,98,11107.88837,46,92
4,98,11202.88837,39,92
4,98,11125.88372,33,92
4,98,11237.88837,51,92
4,146,11159.16923,28,98
4,146,11269.52594,32,98
4,146,11152.88837,51,98
4,146,11302.88837,54,98
4,146,11242.88837,55,98
4,146,11129.39642,39,98
4,146,11352.88837,53,98
4,146,10997.88837,8,98
4,146,11256.94991,56,98
4,146,11192.88837,52,98
4,390,11152.88837,48,34
4,390,11402.88837,29,34
4,390,11207.08658,52,34
4,390,11013.15564,8,34
4,390,11087.42612,77,34
4,390,11376.84043,24,34
4,390,11085.30018,49,34
4,390,11148.38462,30,34
4,390,11132.88837,61,34
4,390,11347.88837,22,34
4,390,11232.88837,36,34
4,390,11232.88837,6,34
4,390,11307.88837,4,34
4,390,11293.84758,42,34
4,473,11115.45581,38,68
4,473,11146.09767,62,68
4,473,11192.88837,15,68
4,473,11082.90519,13,68
4,473,11167.01109,67,68
4,473,11302.88837,29,68
4,629,11284.68479,29,51
4,629,11114.96637,55,51
4,629,11397.88837,24,51
4,629,11066.62111,57,51
4,629,11137.88837,75,51
4,629,11116.22004,39,51
4,629,11226.80394,54,51
4,629,11082.97603,74,51
4,629,11413.9102,30,51
4,629,11067.88837,74,51
4,679,11096.61968,74,95
4,679,11173.84758,41,95
4,679,11187.88837,24,95
4,679,11155.24794,67,95
4,679,11094.15385,70,95
4,679,11109.21538,79,95
4,679,11359.18211,21,95
4,679,11092.64079,79,95
4,679,11102.88837,38,95
4,679,11067.88837,45,95
4,679,11307.88837,2,95
4,679,11160.46619,33,95
4,679,11422.88837,53,95
4,679,11135.27549,15,95
4,679,11268.03971,7,95
4,679,11109.68479,76,95
4,701,11192.88837,61,12
4,701,11213.84758,76,12
4,701,11362.88837,24,12
4,701,11087.51914,63,12
4,701,11107.88837,47,12
4,701,11429.66118,30,12
4,900,11112.88837,33,81
4,900,11392.88837,21,81
4,900,11297.88837,13,81
4,900,11147.88837,79,81
4,900,11212.88837,28,81
4,934,11242.88837,7,63
4,934,11147.88837,37,63
4,934,11096.00072,43,63
4,934,11351.3288,25,63
4,934,11452.88837,1,63
4,934,11457.88837,54,63
4,934,11067.88837,70,63
4,934,11202.88837,41,63
4,934,11169.6229,64,63
4,934,11189.91413,66,63
4,934,11062.08694,51,63
4,934,11252.88837,23,63
4,1014,11373.41038,21,25
4,1014,11136.68658,33,25
4,1014,11152.88837,35,25
4,1014,11164.68479,55,25
4,1014,11465.84436,1,25
4,1014,11052.88837,7,25
4,1014,11067.88837,44,25
4,1014,11162.88837,75,25
4,1014,11134.74275,27,25
4,1014,11197.88837,1,25
4,1014,11093.84758,72,25
4,1014,11087.03041,68,25
4,1014,11067.88837,14,25
4,1014,11232.88837,29,25
4,1014,11067.88837,39,25
4,1014,11131.21109,55,25
4,1014,11241.93381,54,25
4,1024,11207.88837,47,100
4,1024,11157.88837,64,100
4,1024,11103.63327,40,100
4,1024,11221.37102,41,100
4,1024,11272.88837,14,100
4,1024,11242.88837,23,100
4,1024,11312.88837,35,100
4,1024,11387.88837,31,100
4,1031,11076.42039,52,27
4,1031,11100.43649,50,27
4,1031,11082.49803,58,27
4,1031,11084.24186,62,27
4,1127,11067.88837,77,31
4,1127,11292.88837,23,31
4,1127,11123.54633,45,31
4,1127,11102.54884,2,31
4,1127,11149.69195,33,31
4,1127,11252.88837,3,31
4,1127,11196.41896,45,31
4,1127,11099.49445,56,31
4,1127,11067.88837,66,31
4,1127,11287.88837,22,31
4,1127,11292.68694,35,31
4,1205,11113.57209,65,60
4,1205,11082.88837,20,60
4,1205,11337.88837,26,60
4,1205,11312.88837,3,60
4,1205,11254.0347,8,60
4,1205,11102.46941,78,60
4,1205,11202.88837,3,60
4,1205,11067.88837,33,60
4,1205,11284.40537,31,60
4,1241,11110.74633,14,47
4,1241,11067.88837,49,47
4,1241,11267.88837,13,47
4,1241,11227.88837,1,47
4,1241,11287.88837,7,47
4,1241,11091.0873,12,47
4,1241,11249.68479,42,47
4,1241,11067.88837,64,47
4,1241,11067.88837,20,47
4,1241,11173.79535,65,47
4,1241,11302.88837,76,47
4,1241,11067.88837,72,47
4,1241,11096.06941,62,47
4,1241,11277.88837,35,47
4,1241,11442.88837,23,47
4,1241,11067.88837,62,47
4,1241,11116.62111,52,47
4,1241,11132.88837,44,47
4,1336,11132.88837,59,69
4,1336,11083.70805,65,69
4,1336,11099.61073,65,69
4,1336,11128.2576,19,69
4,1336,11222.88837,40,69
4,1336,11127.88837,68,69
4,1336,11067.88837,4,69
4,1336,11182.88837,46,69
4,1336,11192.88837,76,69
4,1378,11084.92165,59,36
4,1378,11237.88837,24,36
4,1378,11156.62111,19,36
4,1378,11252.88837,31,36
4,1378,11157.88837,66,36
4,1378,11098.55814,58,36
4,1378,11117.88837,27,36
4,1378,11123.62218,48,36
4,1402,11242.03292,1,66
4,1402,11067.88837,38,66
4,1402,11210.30304,53,66
4,1402,11137.88837,73,66
4,1402,11081.0941,70,66
4,1402,11082.17746,43,66
4,1402,11242.88837,75,66
4,1402,11207.88837,42,66
4,1402,11146.07084,27,66
4,1402,11097.13631,14,66
4,1402,11023.83542,7,66
4,1464,11075.12165,11,35
4,1464,11226.35313,55,35
4,1464,11287.88837,9,35
4,1464,11114.90089,50,35
4,1464,11259.13023,75,35
4,1464,11139.96208,67,35
4,1592,11042.88837,51,24
4,1592,11152.88837,40,24
4,1592,11312.88837,61,24
4,1592,11106.2619,72,24
4,1592,11177.88837,29,24
4,1592,11112.11878,58,24
4,1592,11297.88837,31,24
5,193,4633.053667,9,76
5,193,4624.96458,64,76
5,193,4563.301968,23,76
5,193,4544.240787,35,76
5,193,4560.698748,65,76
5,193,4612.615027,66,76
5,193,4551.032916,63,76
5,193,4575.869767,26,76
5,193,4718.438998,75,76
5,193,4619.797496,37,76
5,349,4546.330233,45,94
5,349,4474.395349,71,94
5,349,4558.70805,48,94
5,349,4456.010733,17,94
5,349,4419.395349,13,94
5,349,4546.549911,69,94
5,349,4484.395349,14,94
5,386,4518.395349,33,93
5,386,4612.030054,17,93
5,386,4529.741324,7,93
5,386,4439.395349,17,93
5,386,4703.031485,10,93
5,386,4755.631127,41,93
5,386,4663.437925,9,93
5,386,4622.3839,77,93
5,386,4614.208945,44,93
5,449,4537.715564,63,77
5,449,4534.395349,79,77
5,449,4531.974597,46,77
5,449,4609.395349,39,77
5,449,4564.395349,78,77
5,449,4534.857603,20,77
5,449,4544.395349,37,77
5,449,4784.952415,74,77
5,449,4518.395349,66,77
5,449,4532.642218,60,77
5,471,4641.269767,71,26
5,471,4644.395349,55,26
5,471,4532.432558,70,26
5,471,4610.638998,64,26
5,471,4491.172451,72,26
5,490,4755.657245,73,100
5,490,4617.186762,72,100
5,490,4579.728086,62,100
5,490,4796.889445,41,100
5,490,4614.766011,48,100
5,490,4636.843649,37,100
5,490,4524.395349,35,100
5,490,4561.250447,34,100
5,535,4533.005009,29,64
5,535,4579.395349,38,64
5,535,4632.292665,33,64
5,535,4689.603578,43,64
5,535,4546.365295,66,64
5,535,4690.270841,15,64
5,535,4518.395349,45,64
5,535,4504.395349,80,64
5,535,4712.480501,41,64
5,535,4554.395349,50,64
5,535,4579.103757,50,64
5,535,4447.429696,13,64
5,535,4686.191413,74,64
5,535,4435.104114,13,64
5,535,4690.265116,28,64
5,560,4809.584258,42,66
5,560,4677.820751,28,66
5,560,4568.592487,3,66
5,560,4824.395349,52,66
5,560,4604.966726,55,66
5,560,4576.044723,65,66
5,560,4774.395349,16,66
5,560,4534.820394,53,66
5,560,4474.395349,62,66
5,621,4618.192844,24,12
5,621,4578.939177,63,12
5,621,4784.250805,52,12
5,621,4563.484079,25,12
5,621,4520.491234,80,12
5,621,4577.846512,13,12
5,621,4634.76458,11,12
5,621,4670.486941,56,12
5,658,4487.082648,37,38
5,658,4823.969946,41,38
5,658,4479.395349,8,38
5,658,4561.67907,45,38
5,658,4518.395349,77,38
5,658,4656.410376,56,38
5,658,4555.02898,4,38
5,658,4548.424687,59,38
5,658,4582.718784,35,38
5,658,4562.056172,31,38
5,707,4605.066547,13,37
5,707,4578.62254,8,37
5,707,4518.395349,21,37
5,707,4505.870125,72,37
5,707,4619.395349,34,37
5,707,4644.102683,70,37
5,707,4518.395349,53,37
5,707,4542.981753,79,37
5,725,4544.594991,47,41
5,725,4607.55814,67,41
5,725,4604.395349,12,41
5,725,4472.325581,11,41
5,725,4625.064043,17,41
5,725,4518.395349,59,41
5,725,4533.022182,32,41
5,725,4804.395349,52,41
5,836,4617.339177,10,99
5,836,4592.107692,14,99
5,836,4339.395349,18,99
5,836,4564.713775,67,99
5,836,4737.382826,16,99
5,836,4578.72093,77,99
5,836,4549.12737,33,99
5,847,4518.395349,30,39
5,847,4518.395349,70,39
5,847,4629.409302,69,39
5,847,4599.801073,44,39
5,847,4524.395349,2,39
5,847,4530.954204,5,39
5,847,4562.017531,64,39
5,886,4599.669767,65,10
5,886,4331.432916,61,10
5,886,4518.395349,32,10
5,886,4566.874061,50,10
5,886,4676.429696,10,10
5,909,4531.904472,47,29
5,909,4562.966011,39,29
5,909,4579.598211,68,29
5,909,4575.414311,33,29
5,909,4539.395349,4,29
5,909,4703.432916,76,29
5,909,4542.396064,7,29
5,909,4700.283721,74,29
5,909,4565.355993,8,29
5,1034,4504.395349,19,8
5,1034,4550.026834,20,8
5,1034,4562.430769,56,8
5,1034,4839.653667,41,8
5,1034,4546.464043,31,8
5,1034,4593.322719,77,8
5,1034,4533.608945,66,8
5,1034,4667.697674,11,8
5,1034,4459.395349,11,8
5,1034,4479.395349,17,8
5,1034,4518.395349,63,8
5,1034,4593.331306,50,8
5,1085,4629.639714,24,46
5,1085,4516.426834,72,46
5,1085,4604.395349,48,46
5,1085,4581.061538,60,46
5,1085,4864.810733,41,46
5,1085,4587.345617,65,46
5,1085,4664.395349,28,46
5,1085,4546.765295,29,46
5,1085,4654.395349,12,46
5,1085,4647.376386,10,46
5,1085,4574.395349,12,46
5,1097,4568.841145,35,92
5,1097,4518.395349,47,92
5,1097,4749.67263,16,92
5,1097,4533.78712,22,92
5,1097,4314.395349,61,92
5,1097,4609.395349,38,92
5,1097,4556.533453,36,92
5,1097,4588.039714,31,92
5,1119,4546.683005,22,16
5,1119,4706.423256,15,16
5,1119,4474.29195,37,16
5,1119,4518.395349,6,16
5,1119,4619.912701,55,16
5,1119,4770.72415,74,16
5,1119,4439.395349,12,16
5,1125,4514.395349,7,67
5,1125,4690.692308,9,67
5,1125,4633.645081,27,67
5,1125,4604.395349,24,67
5,1125,4599.395349,17,67
5,1125,4590.936673,26,67
5,1125,4589.284436,55,67
5,1125,4594.725224,36,67
5,1338,4518.395349,1,2
5,1338,4850.671199,42,2
5,1338,4571.420751,48,2
5,1338,4519.395349,62,2
5,1338,4578.180322,40,2
5,1338,4521.253309,20,2
5,1338,4624.641145,43,2
5,1338,4854.014669,51,2
5,1338,4559.382826,69,2
5,1338,4518.395349,50,2
5,1338,4570.125581,69,2
5,1338,4535.392844,34,2
5,1369,4667.097674,44,30
5,1369,4639.864043,43,30
5,1369,4614.836136,70,30
5,1369,4650.822898,44,30
5,1369,4564.486225,60,30
5,1369,4573.978175,31,30
5,1369,4710.438283,74,30
5,1369,4724.395349,44,30
5,1369,4544.395349,71,30
5,1369,4704.143828,43,30
5,1369,4578.943828,56,30
5,1369,4838.698748,51,30
5,1488,4619.395349,28,49
5,1488,4624.395349,12,49
5,1488,4654.395349,66,49
5,1488,4725.618962,42,49
5,1488,4742.186762,74,49
5,1488,4677.808945,44,49
5,1488,4589.518068,33,49
5,1594,4599.836136,63,86
5,1594,4739.446512,41,86
5,1594,4724.395349,16,86
5,1594,4585.350984,4,86
5,1594,4639.395349,48,86
5,1594,4766.662254,52,86
5,1594,4518.395349,58,86
5,1594,4594.447585,67,86
5,1594,4532.867621,12,86
5,1594,4444.395349,61,86
5,1594,4606.2322,78,86
5,1594,4659.295528,69,86
5,1594,4594.395349,71,86
5,1594,4814.395349,74,86
5,1594,4459.395349,37,86
6,12,6289.331664,30,48
6,12,6193.395349,78,48
6,12,6304.791413,29,48
6,12,6362.780322,33,48
6,12,6236.066905,47,48
6,12,6256.489803,21,48
6,12,6278.838283,50,48
6,12,6220.410018,70,48
6,12,6250.79034,49,48
6,12,6272.251521,46,48
6,12,6292.308766,32,48
6,75,6277.542397,48,61
6,75,6283.012522,26,61
6,75,6336.887299,4,61
6,75,6193.395349,28,61
6,75,6409.890877,20,61
6,75,6329.813238,73,61
6,75,6376.539177,17,61
6,75,6207.741682,77,61
6,75,6209.806082,11,61
6,75,6282.677281,36,61
6,75,6459.395349,15,61
6,75,6261.563506,38,61
6,358,6435.63542,15,78
6,358,6300.966726,73,78
6,358,6239.395349,54,78
6,358,6268.670483,44,78
6,358,6307.226834,34,78
6,358,6228.183184,37,78
6,358,6312.357066,25,78
6,358,6272.186047,2,78
6,358,6277.252952,37,78
6,358,6211.922361,8,78
6,358,6251.826118,25,78
6,358,6210.109481,3,78
6,358,6261.047943,5,78
6,358,6237.089445,40,78
6,358,6276.87263,31,78
6,358,6216.743113,45,78
6,358,6236.825045,67,78
6,472,6253.198211,42,8
6,472,6296.965295,23,8
6,472,6321.942397,41,8
6,472,6208.296959,63,8
6,472,6206.050089,28,8
6,472,6420.324508,19,8
6,472,6306.066905,71,8
6,472,6320.61932,34,8
6,472,6330.649374,61,8
6,472,6212.071556,23,8
6,472,6193.395349,63,8
6,690,6284.395349,40,81
6,690,6399.21288,29,81
6,690,6209.531306,58,81
6,690,6373.336315,15,81
6,690,6193.395349,4,81
6,690,6259.395349,1,81
6,690,6319.395349,59,81
6,690,6358.052952,43,81
6,690,6255.547048,56,81
6,690,6308.65653,41,81
6,690,6343.932737,43,81
6,690,6340.369946,74,81
6,690,6285.139893,44,81
6,766,6206.474419,70,28
6,766,6432.44186,17,28
6,766,6340.663327,72,28
6,766,6229.395349,1,28
6,766,6245.608945,46,28
6,766,6254.934526,70,28
6,766,6461.516279,19,28
6,766,6238.183184,25,28
6,766,6475.788193,20,28
6,769,6245.600358,31,42
6,769,6236.444365,78,42
6,769,6418.054741,18,42
6,769,6396.200358,71,42
6,769,6255.223614,66,42
6,769,6257.409302,35,42
6,769,6223.989624,39,42
6,769,6193.395349,66,42
6,769,6238.566726,23,42
6,769,6404.753131,17,42
6,769,6352.910912,71,42
6,769,6223.683005,57,42
6,804,6320.133095,30,67
6,804,6193.395349,41,67
6,804,6205.889803,67,67
6,804,6373.742397,19,67
6,804,6293.930233,41,67
6,804,6208.919499,26,67
6,804,6261.251878,32,67
6,804,6287.969946,74,67
6,804,6360.212165,16,67
6,804,6254.426834,76,67
6,911,6210.493023,41,63
6,911,6244.395349,6,63
6,911,6491.599284,20,63
6,911,6326.511628,71,63
6,911,6294.616816,77,63
6,911,6241.880859,35,63
6,911,6209.007513,14,63
6,911,6288.471199,62,63
6,911,6252.309481,40,63
6,911,6233.133095,45,63
6,997,6385.476923,29,14
6,997,6238.278712,22,14
6,997,6376.144186,33,14
6,997,6174.395349,55,14
6,997,6269.802862,64,14
6,997,6304.733095,46,14
6,997,6289.395349,59,14
6,997,6143.989624,56,14
6,997,6328.967442,52,14
6,1000,6279.395349,80,55
6,1000,6304.819678,50,55
6,1000,6243.038998,66,55
6,1000,6271.066905,74,55
6,1000,6189.395349,80,55
6,1000,6333.948122,16,55
6,1000,6395.412165,20,55
6,1090,6358.138462,52,15
6,1090,6359.395349,30,15
6,1090,6305.449732,78,15
6,1090,6290.68873,48,15
6,1090,6324.286941,3,15
6,1090,6374.085868,30,15
6,1090,6193.395349,12,15
6,1090,6224.881574,13,15
6,1090,6310.299463,35,15
6,1090,6334.772451,34,15
6,1090,6217.757782,60,15
6,1090,6292.076208,50,15
6,1090,6333.09195,29,15
6,1090,6254.395349,63,15
6,1090,6220.031485,63,15
6,1109,6199.289088,7,71
6,1109,6193.395349,58,71
6,1109,6236.428265,59,71
6,1109,6348.386047,16,71
6,1109,6266.181395,47,71
6,1109,6313.489803,44,71
6,1109,6193.395349,39,71
6,1109,6392.086941,17,71
6,1109,6220.205367,78,71
6,1109,6222.410733,68,71
6,1138,6309.395349,3,26
6,1138,6372.820036,43,26
6,1138,6281.511628,42,26
6,1138,6366.511628,4,26
6,1138,6263.188551,3,26
6,1138,6193.395349,26,26
6,1138,6253.214311,58,26
6,1138,6226.764222,65,26
6,1217,6222.615385,79,36
6,1217,6189.395349,1,36
6,1217,6376.852236,3,36
6,1217,6306.626118,79,36
6,1217,6209.146333,10,36
6,1217,6252.895528,47,36
6,1217,6336.066905,6,36
6,1217,6249.395349,4,36
6,1217,6260.919141,46,36
6,1217,6236.610376,58,36
6,1217,6251.995707,54,36
6,1373,6207.408229,54,19
6,1373,6472.306261,16,19
6,1373,6303.184615,62,19
6,1373,6193.395349,10,19
6,1373,6296.72093,35,19
6,1373,6205.469767,1,19
6,1474,6193.395349,24,45
6,1474,6211.291592,66,45
6,1474,6283.325224,24,45
6,1474,6249.47907,34,45
6,1474,6292.369231,79,45
6,1474,6224.395349,76,45
6,1474,6379.001073,72,45
6,1474,6247.383184,37,45
6,1474,6258.766726,68,45
6,1474,6207.816816,80,45
6,1474,6233.620751,64,45
6,1474,6225.936315,12,45
6,1474,6226.169589,3,45
6,1474,6317.518068,62,45
6,1511,6290.236494,6,64
6,1511,6234.395349,8,64
6,1511,6268.492665,35,64
6,1511,6367.42254,71,64
6,1511,6184.395349,7,64
6,1511,6266.88551,72,64
6,1511,6279.395349,77,64
6,1511,6298.359928,26,64
6,1511,6227.481932,23,64
6,1511,6306.562075,48,64
6,1511,6276.768515,3,64
6,1511,6388.031127,15,64
6,1561,6193.395349,54,94
6,1561,6188.589267,55,94
6,1561,6305.731306,6,94
6,1561,6406.511628,15,94
6,1561,6244.395349,80,94
6,1561,6276.303757,5,94
6,1561,6267.975313,49,94
6,1561,6238.012522,42,94
6,1561,6285.051878,1,94
6,1561,6315.813238,73,94
6,1561,6269.395349,23,94
6,1596,6243.656887,76,90
6,1596,6266.859034,60,90
6,1596,6328.988909,43,90
6,1596,6298.515921,43,90
6,1596,6294.395349,33,90
6,1596,6193.395349,68,90
6,1596,6276.066905,75,90
6,1596,6193.395349,13,90
6,1596,6193.395349,70,90
6,1596,6304.395349,76,90
6,1596,6252.551342,59,90
6,1596,6291.071914,37,90
7,118,12390.51485,24,8
7,118,12279.27299,31,8
7,118,12436.8347,23,8
7,118,12185.4619,17,8
7,118,12204.32379,31,8
7,118,12320.27013,31,8
7,118,12232.66798,61,8
7,118,12188.88837,49,8
7,118,12309.01682,68,8
7,118,12247.80823,6,8
7,118,12218.50555,8,8
7,118,12252.91556,41,8
7,279,12305.81431,25,74
7,279,12273.95027,19,74
7,279,12358.36458,58,74
7,279,12249.80608,75,74
7,279,12318.88873,73,74
7,279,12207.62934,39,74
7,279,12203.36136,66,74
7,279,12305.43327,21,74
7,279,12304.27299,32,74
7,279,12204.35385,45,74
7,279,12174.61109,64,74
7,482,12249.35063,59,78
7,482,12293.27692,59,78
7,482,12343.56458,63,78
7,482,12219.27299,67,78
7,482,12188.88837,71,78
7,482,12317.92558,22,78
7,482,12152.98533,18,78
7,482,12298.22075,33,78
7,482,12320.18497,79,78
7,505,12236.08229,6,21
7,505,12423.09088,24,21
7,505,12259.27299,4,21
7,505,12254.23363,53,21
7,505,12216.62934,65,21
7,505,12235.56064,27,21
7,505,12308.81038,60,21
7,505,12309.47227,11,21
7,505,12229.74454,48,21
7,505,12306.69445,79,21
7,505,12299.27299,76,21
7,505,12389.27299,77,21
7,608,12205.2644,19,58
7,608,12232.41109,13,58
7,608,12329.27299,3,58
7,608,12165.77424,15,58
7,608,12249.27299,67,58
7,608,12163.65653,63,58
7,720,12223.20823,50,72
7,720,12236.44758,41,72
7,720,12299.27299,19,72
7,720,12436.28086,10,72
7,720,12307.37245,57,72
7,814,12354.27299,6,39
7,814,12333.79392,22,39
7,814,12234.80608,73,39
7,814,12218.82683,37,39
7,814,12344.27299,57,39
7,814,12204.66011,38,39
7,814,12188.88837,8,39
7,814,12304.27299,62,39
7,814,12275.03041,79,39
7,814,12324.27299,70,39
7,856,12451.67549,24,68
